goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
430,AK-47:リヴァイ 進化版(専属),AK47: Strongest Human Enjoy Edition (Exclusive),銃器,Weapon,,,,,1299,8117,2597,29,直近30日間の取引データなし,2026-07-17
431,M4A1:進撃の巨人 先鋒版(専属),M4A1: Power Reverence Vanguard Edition (Exclusive),銃器,Weapon,922,2026-07-17,11,1119,1253,1618997,1623,320,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
432,M4A1:進撃の巨人 旗艦版(専属),M4A1: Power Reverence Flagship Edition (Exclusive),銃器,Weapon,1649,2026-07-17,29,1711,1623,1623308,3247,87,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
433,M4A1:進撃の巨人 豪華旗艦版(専属),M4A1: Power Reverence Deluxe Flagship Edition (Exclusive),銃器,Weapon,3247,2026-07-15,18,3247,3247,17490,6493,58,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
434,AK-47:リヴァイ 先鋒版(専属),AK47: Strongest Human Vanguard Edition (Exclusive),銃器,Weapon,,,,,649,1623308,1299,381,直近30日間の取引データなし,2026-07-17
435,AK-47:リヴァイ 旗艦版(専属),AK47: Strongest Human Flagship Edition (Exclusive),銃器,Weapon,2435,2026-07-12,7,2435,2435,11842,4870,52,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
436,M16A4:自由の翼 先鋒版(専属),M16A4: Liberty Wind Vanguard Edition (Exclusive),銃器,Weapon,1269,2026-07-11,5,1144,1508,649323,1623,195,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
437,M16A4:自由の翼 進化版(専属),M16A4: Liberty Wind Enjoy Edition (Exclusive),銃器,Weapon,2424,2026-07-17,11,2186,2915,13150,3247,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
438,M16A4:自由の翼 旗艦版(専属),M16A4: Liberty Wind Flagship Edition (Exclusive),銃器,Weapon,3560,2026-07-17,51,3403,3430,21699,6493,66,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
443,M27:ドラゴンフォース 旗艦版(専属),M27: Dragon Force Flagship Edition (exclusive),銃器,Weapon,6493,2026-07-16,20,6493,6493,31377,12986,106,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
444,P90:ドラゴンフォース 先鋒版(専属),P90: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,813,2026-07-13,1,813,812,6446,1623,52,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
445,P90:ドラゴンフォース 豪華版(専属),P90: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1623,2026-06-24,1,1623,1623,4266,3247,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
446,P90:ドラゴンフォース 旗艦版(専属),P90: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,3247,2026-07-13,8,3292,3247,324662,6493,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
447,SACR-L:ドラゴンフォース 先鋒版(専属),SACR-L: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,1623,2026-07-13,5,2480,1625,148609,3247,49,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
448,SACR-L:ドラゴンフォース 豪華版(専属),SACR-L: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,3247,2026-07-02,1,3247,7605,17858,6493,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
449,SACR-L:ドラゴンフォース 旗艦版(専属),SACR-L: Dragon Force Flagship Edition (Exclusive),銃器,Weapon,6493,2026-07-17,29,6612,6493,15530,12986,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
450,CS LR4:ドラゴンフォース 先鋒版(専属),CS/LR-4: Dragon Force Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,1941,2026-07-16,4,3005,3815,6287,2273,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
451,CS LR4:ドラゴンフォース 豪華版(専属),CS/LR-4: Dragon Force Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,6409,2026-07-13,6,5373,6493,9123,5669,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
452,CS LR4:ドラゴンフォース 旗艦版(専属),CS/LR-4: Dragon Force Flagship Edition (exclusive),不明（カテゴリタグなし）,,10594,2026-07-17,40,9736,10285,10694,11047,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
453,M27:ドラゴンフォース 先鋒版(専属),M27: Dragon Force Vanguard Edition (Exclusive),銃器,Weapon,,,,,1623,8949,3247,42,直近30日間の取引データなし,2026-07-17
454,M27:ドラゴンフォース 豪華版(専属),M27: Dragon Force Enjoy Edition (Exclusive),銃器,Weapon,3247,2026-07-07,2,3247,3247,12986,6493,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
466,HK50:炎炎ノ消防隊 先鋒版(専属),HK50: Blaze Firefighters Vanguard Edition (Exclusive),銃器,Weapon,490,2026-06-28,1,490,795,6029,812,26,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
467,HK50:炎炎ノ消防隊 豪華版(専属),HK50: Blaze Firefighters Enjoy Edition (Exclusive),銃器,Weapon,972,2026-06-27,1,972,1054,2688,1623,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
468,HK50:炎炎ノ消防隊 旗艦版(専属),HK50: Blaze Firefighters Flagship Edition (Exclusive),銃器,Weapon,1760,2026-07-06,4,1511,3247,4870,3247,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
469,M860:ハーレイ･クイン 先鋒版(専属),M860: Harley Quinn Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,,,,,1945,4256,812,10,直近30日間の取引データなし,2026-07-17
470,M860:ハーレイ･クイン 豪華版(専属),M860: Harley Quinn Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,2922,2026-06-29,1,2922,4477,4479,1623,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
471,M860:ハーレイ･クイン 旗艦版(専属),M860: Harley Quinn Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,6493,7305,3247,6,直近30日間の取引データなし,2026-07-17
472,AUG:ハーレイ･クイン 先鋒版(専属),AUG: Harley Quinn Vanguard Edition (Exclusive),銃器,Weapon,692,2026-07-09,3,431,680,4949,812,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
473,AUG:ハーレイ･クイン 豪華版(専属),AUG: Harley Quinn Enjoy Edition (Exclusive),銃器,Weapon,,,,,1851,11592,1623,14,直近30日間の取引データなし,2026-07-17
474,AUG:ハーレイ･クイン 旗艦版(専属),AUG: Harley Quinn Flagship Edition (exclusive),銃器,Weapon,3547,2026-07-07,1,3547,4870,31400,3247,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
476,初号機95式 Ⅲ型(専属),QBZ-95: Unit-01 Type III (Exclusive),銃器,Weapon,10196,2026-07-14,13,9037,11138,11704,10259,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
477,初号機95式 覚醒型(専属),QBZ-95: Unit-01 Awakening(Exclusive),銃器,Weapon,13584,2026-07-17,53,13885,13879,31440,15478,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
478,初号機95式 Ⅱ型(専属),QBZ-95: Unit-01 Type II (Exclusive),銃器,Weapon,3594,2026-07-16,38,4493,5337,10597,4911,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
479,初号機95式 Ⅰ型(専属),QBZ-95: Unit-01 Type I (Exclusive),銃器,Weapon,4852,2026-07-16,18,3469,4247,11607,4651,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
516,M27:ハンコック Lv.1(専属),M27: Pirate Empress Vanguard Edition (Exclusive),銃器,Weapon,,,,,1141,2922,2922,7,直近30日間の取引データなし,2026-07-17
517,M27:ハンコック Lv.2(専属),M27: Pirate Empress Enjoy Edition (Exclusive),銃器,Weapon,,,,,3553,3553,5195,1,直近30日間の取引データなし,2026-07-17
518,M27:ハンコック Lv.3(専属),M27: Pirate Empress Advanced Edition (Exclusive),銃器,Weapon,,,,,0,0,10065,0,直近30日間の取引データなし,2026-07-17
519,M27:ハンコック Lv.4(専属),M27: Pirate Empress Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,19480,19480,3,直近30日間の取引データなし,2026-07-17
520,M27:ハンコック Lv.5(専属),M27: Pirate Empress Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,32466,0,直近30日間の取引データなし,2026-07-17
521,M27:ハンコック Lv.6(専属),M27: Pirate Empress Deluxe Edition II (Exclusive),銃器,Weapon,,,,,16233,16233,43829,1,直近30日間の取引データなし,2026-07-17
522,M27:ハンコック Lv.7(専属),M27: Empress Deluxe Edition III(Exclusive),銃器,Weapon,,,,,19480,19480,51946,4,直近30日間の取引データなし,2026-07-17
523,「HEADLINERS:星の演説者」BOX,Rainbow Sounds: Planet Speech Box,お宝 / 宝箱,Treasure / treasure chest,,,,,9091,32466,22726,2,直近30日間の取引データなし,2026-07-17
524,「HEADLINERS:センターステップ」BOX,Rainbow Sounds: Fantasy Dance Box,お宝 / 宝箱,Treasure / treasure chest,,,,,0,0,22726,0,直近30日間の取引データなし,2026-07-17
525,95式:チョッパー Lv.1(専属),QBZ-95: Chopper Pioneer Edition (Exclusive),銃器,Weapon,325,2026-07-12,3,325,325,3802,1623,82,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
526,95式:チョッパー Lv.2(専属),QBZ-95: Chopper Enjoyment Edition (Exclusive),銃器,Weapon,,,,,649,5170,3247,39,直近30日間の取引データなし,2026-07-17
527,95式:チョッパー Lv.3(専属),95式:乔巴 Aggressive Edition (Exclusive),銃器,Weapon,,,,,1378,5162,6493,2,直近30日間の取引データなし,2026-07-17
528,95式:チョッパー Lv.4(専属),QBZ-95: Chopper Flagship Edition (Exclusive),銃器,Weapon,,,,,2597,1522731,11688,24,直近30日間の取引データなし,2026-07-17
529,95式:チョッパー Lv.5(専属),QBZ-95: Chopper Deluxe Edition I(Exclusive),銃器,Weapon,,,,,4878,7673,9740,2,直近30日間の取引データなし,2026-07-17
530,95式:チョッパー Lv.6(専属),QBZ-95: Chopper Deluxe Edition II (Exclusive),銃器,Weapon,,,,,8928,21507,17856,5,直近30日間の取引データなし,2026-07-17
531,95式:チョッパー Lv.7(専属),QBZ-95: Chopper Deluxe Edition III (Exclusive),銃器,Weapon,,,,,17856,27762,32466,5,直近30日間の取引データなし,2026-07-17
532,AK14:チョッパー Lv.1(専属),AK14: Chopper Vanguard Edition (Exclusive),銃器,Weapon,192,2026-06-28,1,192,253,6542,325,50,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
533,AK14:チョッパー Lv.2(専属),AK14: Chopper Enjoy Edition (Exclusive),銃器,Weapon,1083,2026-07-11,2,866,1217,5323,951,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
534,AK14:チョッパー Lv.3(専属),AK14: Chopper Advanced Edition (Exclusive),銃器,Weapon,847,2026-07-10,1,847,0,0,1299,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
535,AK14:チョッパー Lv.4(専属),AK14: Chopper Flagship Edition (Exclusive),銃器,Weapon,,,,,5844,5844,2597,1,直近30日間の取引データなし,2026-07-17
536,AK14:チョッパー Lv.5(専属),AK14: Chopper Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,5195,0,直近30日間の取引データなし,2026-07-17
537,AK14:チョッパー Lv.6(専属),AK14: Chopper Deluxe Edition II (Exclusive),銃器,Weapon,,,,,23743,23743,10389,1,直近30日間の取引データなし,2026-07-17
538,AK14:チョッパー Lv.7(専属),AK14: Chopper Deluxe Edition III (Exclusive),銃器,Weapon,,,,,0,0,20778,0,直近30日間の取引データなし,2026-07-17
539,SK12:チョッパー Lv.1(専属),SK12: Chopper Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,162,2026-07-16,7,181,193,1623146,812,335,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
540,SK12:チョッパー Lv.2(専属),SK12: Chopper Deluxe Edition (Exclusive),不明（カテゴリタグなし）,,325,2026-07-12,1,325,778,35486,1623,39,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
541,SK12:チョッパー Lv.3(専属),SK12: Chopper Deluxe Edition (Exclusive),不明（カテゴリタグなし）,,649,2026-07-15,1,649,2312,3237,3247,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
542,SK12:チョッパー Lv.4(専属),SK12: Chopper Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,5042,6493,6493,2,直近30日間の取引データなし,2026-07-17
543,SK12:チョッパー Lv.5(専属),SK12: Chopper Deluxe Edition I (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,10389,0,直近30日間の取引データなし,2026-07-17
544,SK12:チョッパー Lv.6(専属),SK12: Chopper Deluxe Edition II (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,14610,0,直近30日間の取引データなし,2026-07-17
545,SK12:チョッパー Lv.7(専属),SK12: Chopper Deluxe Edition III (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,17856,0,直近30日間の取引データなし,2026-07-17
546,UZI:チョッパー Lv.1(専属),UZI: Chopper Pioneer Edition (Exclusive),不明（カテゴリタグなし）,,195,2026-07-16,3,173,193,88224,812,60,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
547,UZI:チョッパー Lv.2(専属),UZI: Chopper Premium Edition (Exclusive),不明（カテゴリタグなし）,,594,2026-07-11,1,594,844,5396,1623,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
548,UZI:チョッパー Lv.3(専属),UZI: Tony Tony Chopper Enterprising Edition (Exclusive),不明（カテゴリタグなし）,,,,,,4870,4870,3247,1,直近30日間の取引データなし,2026-07-17
549,UZI:チョッパー Lv.4(専属),UZI: Tony Tony Chopper Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,6493,0,直近30日間の取引データなし,2026-07-17
550,UZI:チョッパー Lv.5(専属),UZI: Chopper Deluxe Edition I (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,10389,0,直近30日間の取引データなし,2026-07-17
551,UZI:チョッパー Lv.6(専属),UZI: Chopper Deluxe Edition II (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,14610,0,直近30日間の取引データなし,2026-07-17
552,UZI:チョッパー Lv.7(専属),UZI: Chopper Deluxe Edition III(Exclusive),不明（カテゴリタグなし）,,,,,,0,0,17856,0,直近30日間の取引データなし,2026-07-17
553,AUG:ハンコック Lv.1(専属),AUG: Pirate Empress Pioneer Edition (Exclusive),銃器,Weapon,,,,,1643,3177,2922,7,直近30日間の取引データなし,2026-07-17
554,AUG:ハンコック Lv.2(専属),AUG: Pirate Empress Enjoy Version (Exclusive),銃器,Weapon,,,,,2110,2110,5195,1,直近30日間の取引データなし,2026-07-17
555,AUG:ハンコック Lv.3(専属),AUG: Pirate Empress Advanced Edition (Exclusive),銃器,Weapon,,,,,4058,5313,10065,2,直近30日間の取引データなし,2026-07-17
556,AUG:ハンコック Lv.4(専属),AUG: Pirate Empress Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,7305,19480,1,直近30日間の取引データなし,2026-07-17
557,AUG:ハンコック Lv.5(専属),AUG: Pirate Empress Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,32466,0,直近30日間の取引データなし,2026-07-17
558,AUG:ハンコック Lv.6(専属),AUG: Pirate Empress Deluxe Edition II (Exclusive),銃器,Weapon,,,,,18442,18442,43829,1,直近30日間の取引データなし,2026-07-17
559,AUG:ハンコック Lv.7(専属),AUG: Pirate Empress Deluxe Edition III (Exclusive),銃器,Weapon,,,,,0,0,51946,0,直近30日間の取引データなし,2026-07-17
560,81式:ハンコック Lv.1(専属),81式: Pirate Empress Vanguard Edition (Exclusive),銃器,Weapon,,,,,1136,2760,2922,17,直近30日間の取引データなし,2026-07-17
561,81式:ハンコック Lv.2(専属),Type 81: Pirate Empress Enjoyment Edition (Exclusive),銃器,Weapon,,,,,0,0,5195,0,直近30日間の取引データなし,2026-07-17
562,81式:ハンコック Lv.3(専属),Type 81: Pirate Empress Advanced Edition (Exclusive),銃器,Weapon,,,,,0,0,10065,0,直近30日間の取引データなし,2026-07-17
563,81式:ハンコック Lv.4(専属),Type 81: Pirate Empress Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,7305,19480,3,直近30日間の取引データなし,2026-07-17
564,81式:ハンコック Lv.5(専属),Type 81: Pirate Empress Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,32466,0,直近30日間の取引データなし,2026-07-17
565,81式:ハンコック Lv.6(専属),Type 81: Pirate Empress Deluxe Edition II (Exclusive),銃器,Weapon,,,,,0,0,43829,0,直近30日間の取引データなし,2026-07-17
566,81式:ハンコック Lv.7(専属),81式: Pirate Empress Deluxe Edition III(Exclusive),銃器,Weapon,,,,,0,0,51946,0,直近30日間の取引データなし,2026-07-17
576,輸送機:クロノエージェント,Fighter Plane: Epochal Energy,乗り物 / 輸送機,Vehicle / Transport Aircraft,,,,,75630,75630,81165,1,直近30日間の取引データなし,2026-07-17
577,輸送機:クロノエージェント 精錬Ⅰ,Fighter Plane: Epochal Energy Phantasm I,乗り物 / 輸送機,Vehicle / Transport Aircraft,89282,2026-07-07,1,89282,89282,99661,113632,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
578,輸送機:クロノエージェント 精錬Ⅱ,Fighter Plane: Epochal Energy Phantasm II,乗り物 / 輸送機,Vehicle / Transport Aircraft,,,,,113632,113632,146098,12,直近30日間の取引データなし,2026-07-17
579,輸送機:クロノエージェント 精錬Ⅲ,Fighter Plane: Epochal Energy Phantasm III,乗り物 / 輸送機,Vehicle / Transport Aircraft,129865,2026-07-12,1,129865,129865,129865,162331,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
580,輸送機:クロノエージェント 精錬Ⅳ,Fighter Plane: Epochal Energy Phantasm IV,乗り物 / 輸送機,Vehicle / Transport Aircraft,162331,2026-07-16,1,162331,162331,162331,194797,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
581,輸送機:クロノエージェント 精錬Ⅴ,Fighter Plane: Epochal Energy Phantasm V,乗り物 / 輸送機,Vehicle / Transport Aircraft,,,,,219147,292195,259729,8,直近30日間の取引データなし,2026-07-17
582,AK-47:ゾロ Lv.1(専属),AK47: Zoro Vanguard Edition (Exclusive),銃器,Weapon,,,,,2110,2326,2273,4,直近30日間の取引データなし,2026-07-17
583,AK-47:ゾロ Lv.2(専属),AK47: Zoro Enjoy Edition (Exclusive),銃器,Weapon,,,,,3893,6003,4058,2,直近30日間の取引データなし,2026-07-17
584,AK-47:ゾロ Lv.3(専属),AK47: Zoro Deluxe Edition (Exclusive),銃器,Weapon,,,,,0,0,8117,0,直近30日間の取引データなし,2026-07-17
585,AK-47:ゾロ Lv.4(専属),AK47: Zoro Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,14610,14610,4,直近30日間の取引データなし,2026-07-17
586,AK-47:ゾロ Lv.5(専属),AK47: Zoro Deluxe Edition I(Exclusive),銃器,Weapon,,,,,0,0,23376,0,直近30日間の取引データなし,2026-07-17
587,AK-47:ゾロ Lv.6(専属),MK5:総長の威光,銃器,Weapon,,,,,16233,19519,32466,3,直近30日間の取引データなし,2026-07-17
588,AK-47:ゾロ Lv.7(専属),AK47: Zoro Deluxe Edition III (Exclusive),銃器,Weapon,,,,,19480,32466165,38959,8,直近30日間の取引データなし,2026-07-17
589,AUG:ゾロ Lv.1(専属),AUG: Zoro Vanguard Edition (Exclusive),銃器,Weapon,,,,,2240,2240,2273,1,直近30日間の取引データなし,2026-07-17
590,AUG:ゾロ Lv.2(専属),AUG: Zoro Enjoy Edition (Exclusive),銃器,Weapon,,,,,2295,5829,4058,5,直近30日間の取引データなし,2026-07-17
591,AUG:ゾロ Lv.3(専属),AUG: Zoro Initiative Edition (Exclusive),銃器,Weapon,,,,,6630,6630,8117,2,直近30日間の取引データなし,2026-07-17
592,AUG:ゾロ Lv.4(専属),AUG: Zoro Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,12196,14610,6,直近30日間の取引データなし,2026-07-17
593,AUG:ゾロ Lv.5(専属),AUG: Zoro Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,23376,0,直近30日間の取引データなし,2026-07-17
594,AUG:ゾロ Lv.6(専属),AUG: Zoro Deluxe Edition II (Exclusive),銃器,Weapon,,,,,0,0,32466,0,直近30日間の取引データなし,2026-07-17
595,M4A1:ゾロ Lv.1(専属),M4A1: Zoro Vanguard Edition (Exclusive),銃器,Weapon,,,,,0,0,3247,0,直近30日間の取引データなし,2026-07-17
596,M4A1:ゾロ Lv.2(専属),M4A1: Zoro Grandeur Enjoy Edition (Exclusive),銃器,Weapon,5089,2026-06-20,2,4168,3247,3247,6493,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
597,M4A1:ゾロ Lv.3(専属),M4A1: Zoro Advance Edition (Exclusive),銃器,Weapon,,,,,6493,6493,12986,2,直近30日間の取引データなし,2026-07-17
598,M4A1:ゾロ Lv.4(専属),M4A1: Zoro Flagship Edition (Exclusive),銃器,Weapon,,,,,9740,16322,19480,10,直近30日間の取引データなし,2026-07-17
599,M4A1:ゾロ Lv.5(専属),M4A1: Zoro Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,29220,0,直近30日間の取引データなし,2026-07-17
600,M4A1:ゾロ Lv.6(専属),M4A1: Zoro Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21915,21915,48699,1,直近30日間の取引データなし,2026-07-17
601,M4A1:ゾロ Lv.7(専属),M4A1: Zoro Deluxe Edition III (Exclusive),銃器,Weapon,29220,2026-06-29,1,29220,29220,29220,73049,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
602,AUG:ゾロ Lv.7(専属),AUG: Zoro Deluxe Edition III(Exclusive),銃器,Weapon,,,,,19480,19480,38959,2,直近30日間の取引データなし,2026-07-17
604,M4A1:進撃の巨人 豪華旗艦版+(専属),M4A1: Power Reverence Deluxe Flagship Edition+ (Exclusive),銃器,Weapon,6493,2026-07-16,14,6493,6493,13079,12986,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
